Channel	        Frequency
3061.167725	1956.120361
3060.439209	1972.922485
3059.710449	1921.107544
3058.981445	1883.031006
3058.252441	1790.099121
3057.523438	1889.207397
3056.794189	1827.160522
3056.064697	1730.861450
3055.335205	1658.584961
3054.605469	1654.858765
3053.875732	1610.026733
3053.145752	1702.209717
3052.415771	1695.052979
3051.685547	1496.170044
3050.955078	1584.900146
3050.224609	1618.838379
3049.494141	1505.623657
3048.763428	1519.036133
3048.032471	1522.181885
3047.301514	1539.006470
3046.570313	1466.920654
3045.839111	1367.510620
3045.107910	1343.335938
3044.376221	1305.499878
3043.644531	1308.680420
3042.912842	1161.542480
3042.180908	1147.669434
3041.448975	1178.197266
3040.716797	1109.694946
3039.984375	1082.183350
3039.251953	1000.070374
3038.519287	996.476685
3037.786621	910.996826
3037.053711	876.718262
3036.320801	828.809143
3035.587646	791.147705
3034.854492	804.642395
3034.121094	835.176575
3033.387451	773.676453
3032.653809	667.899170
3031.920166	684.813293
3031.186279	742.598206
3030.452148	756.086792
3029.718018	650.389221
3028.983643	646.866760
3028.249268	653.557434
3027.514648	680.665588
3026.780029	724.777405
3026.045166	683.820923
3025.310059	646.280701
3024.574951	656.366089
3023.839844	649.446594
3023.104492	574.536987
3022.368896	683.201172
3021.633301	635.499756
3020.897461	611.600037
3020.161621	625.077759
3019.425537	628.360962
3018.689453	706.353333
3017.953125	658.690796
3017.216553	641.597839
3016.479980	709.363037
3015.743408	665.119263
3015.006592	658.212891
3014.269531	634.347839
3013.532471	746.156128
3012.795166	749.411743
3012.057861	681.467957
3011.320313	796.596558
3010.582520	779.506165
3009.844727	772.587585
3009.106934	826.654175
3008.368896	829.891418
3007.630615	751.846680
3006.892334	843.134399
3006.153809	839.595825
3005.415283	744.667542
3004.676514	832.522461
3003.937744	771.466064
3003.198730	774.708984
3002.459717	801.627380
3001.720459	723.700867
3000.980957	760.762207
3000.241455	764.004578
2999.501953	743.586182
2998.761963	760.347656
2998.022217	760.209534
2997.281982	662.106628
2996.541748	702.516113
2995.801514	712.519043
2995.061035	685.379517
2994.320557	678.503662
2993.579834	668.255249
2992.838867	688.380310
2992.097900	715.245544
2991.356689	728.608276
2990.615479	634.043762
2989.874023	677.763977
2989.132568	704.611511
2988.390869	724.707825
2987.648926	700.985168
2986.906982	704.227234
2986.165039	731.050293
2985.422852	693.866211
2984.680420	697.107727
2983.937988	703.715027
2983.195313	636.258118
2982.452637	693.361511
2981.709717	716.791931
2980.966553	709.932312
2980.223389	692.983154
2979.480225	723.127502
2978.736816	749.898071
2977.993164	729.588684
2977.249512	675.671143
2976.505615	709.157532
2975.761719	638.461609
2975.017578	648.424561
2974.273193	658.383789
2973.528809	664.980957
2972.784424	695.080811
2972.039795	661.381592
2971.294922	641.121216
2970.550049	637.648438
2969.804932	697.930115
2969.059814	627.351746
2968.314453	674.196472
2967.568848	690.841675
2966.823242	637.067993
2966.077637	754.285217
2965.331787	623.428833
2964.585693	606.559509
2963.839600	690.212646
2963.093262	633.138000
2962.346924	673.214539
2961.600342	619.512390
2960.853516	646.184387
2960.106689	659.456604
2959.359863	699.499023
2958.612793	669.255066
2957.865479	675.824402
2957.118164	705.806702
2956.370605	672.233582
2955.623047	738.987793
2954.875244	792.344666
2954.127197	755.431396
2953.379150	812.107788
2952.631104	695.010803
2951.882813	902.012939
2951.134277	855.085938
2950.385742	901.683960
2949.636963	904.858521
2948.887939	904.693420
2948.138916	954.594543
2947.389893	1051.197388
2946.640625	1030.986450
2945.891113	1077.501099
2945.141602	1067.298584
2944.391846	1250.512329
2943.642090	1356.975098
2942.892090	1346.727051
2942.142090	1429.803101
2941.391846	1572.829590
2940.641357	1589.200806
2939.890869	1768.787476
2939.140137	1861.716919
2938.389404	1971.261597
2937.638428	2230.581299
2936.887451	2253.474365
2936.136230	2416.135498
2935.385010	2545.462891
2934.633545	2884.331299
2933.881836	2920.392578
2933.130127	3129.370850
2932.378174	3285.072998
2931.626221	3274.499756
2930.874023	3443.413330
2930.121826	3446.107666
2929.369385	3545.154297
2928.616699	3511.287354
2927.864014	3434.255127
2927.111084	3410.382568
2926.358154	3230.473145
2925.604980	3070.546387
2924.851807	2923.953613
2924.098389	2764.140869
2923.344971	2577.845215
2922.591064	2431.422363
2921.837402	2218.723389
2921.083496	2145.368652
2920.329346	2091.932129
2919.575195	1942.390015
2918.820801	1753.133911
2918.066162	1789.261230
2917.311523	1586.850708
2916.556885	1503.754761
2915.802002	1486.921509
2915.046875	1344.275635
2914.291748	1387.065186
2913.536377	1267.658203
2912.780762	1224.406616
2912.025146	1197.713867
2911.269531	1210.726685
2910.513672	1127.820435
2909.757568	1134.227661
2909.001465	1018.303772
2908.245117	1011.506287
2907.488770	922.086975
2906.732178	915.309448
2905.975342	832.547913
2905.218506	934.793396
2904.461670	885.083984
2903.704346	855.204468
2902.947266	822.034485
2902.189697	828.485474
2901.432129	808.532959
2900.674561	775.389648
2899.916748	738.959473
2899.158691	752.017456
2898.400635	778.261475
2897.642334	755.039124
2896.884033	741.714783
2896.125488	725.099426
2895.366943	718.375977
2894.608154	747.896667
2893.849121	671.995483
2893.090088	675.165833
2892.330811	724.435486
2891.571533	697.964478
2890.812012	638.586304
2890.052490	638.469299
2889.292725	694.290344
2888.532715	664.554260
2887.772705	657.853882
2887.012451	628.135315
2886.252197	651.036621
2885.491699	595.030457
2884.731201	693.527100
2883.970459	657.251160
2883.209473	755.700256
2882.448486	601.164307
2881.687256	643.751892
2880.926025	637.066162
2880.164551	590.983887
2879.402832	613.854004
2878.641113	590.767151
2877.879395	623.473145
2877.117432	616.797119
2876.355225	508.436218
2875.593018	560.817078
2874.830566	527.923889
2874.067871	580.281860
2873.305176	606.398010
2872.542480	501.415497
2871.779541	498.046875
2871.016357	488.127380
2870.253174	494.588654
2869.489746	501.047516
2868.726074	487.858643
2867.962402	481.221863
2867.198730	422.219208
2866.434570	415.596863
2865.670654	474.413239
2864.906250	454.698822
2864.141846	434.991638
2863.377441	477.421936
2862.612793	441.370728
2861.847900	500.128296
2861.083008	444.476837
2860.317871	460.733246
2859.552734	398.575378
2858.787354	427.899872
2858.021729	427.821259
2857.256104	424.477448
2856.490479	443.987122
2855.724365	398.209381
2854.958496	388.345978
2854.192139	414.377106
2853.425781	463.234131
2852.659424	463.148987
2851.892578	450.019806
2851.125977	427.114197
2850.358887	498.751587
2849.592041	479.104614
2848.824707	446.430359
2848.057373	452.864319
2847.290039	407.177185
2846.522217	534.118225
2845.754639	540.532471
2844.986572	527.410583
2844.218506	550.098755
2843.450439	478.400238
2842.682129	507.596649
2841.913574	474.971039
2841.145020	481.388916
2840.376221	478.048309
2839.607422	448.697479
2838.838379	464.869080
2838.069092	539.538940
2837.299805	484.195831
2836.530273	464.612488
2835.760742	484.017639
2834.990967	470.937195
2834.221191	526.053650
2833.451172	438.297363
2832.680908	486.907410
2831.910645	386.208771
2831.140137	464.014160
2830.369629	418.509125
2829.598877	311.391327
2828.828125	392.410522
2828.056885	398.823181
2827.285889	346.879852
2826.514648	372.746124
2825.743164	372.677490
2824.971436	414.729828
2824.199707	323.947998
2823.427979	369.232697
2822.656006	391.832672
2821.883789	356.145874
2821.111328	343.131897
2820.339111	310.703705
2819.566406	317.118256
2818.793701	365.589355
2818.020752	265.246033
2817.247803	365.454620
2816.474609	355.686707
2815.701416	245.701874
2814.927979	294.141449
2814.154297	313.477570
2813.380615	323.113190
2812.606689	300.439850
2811.832764	310.074280
2811.058594	377.833344
2810.284424	297.044922
2809.509766	280.849365
2808.735352	313.073151
2807.960449	351.738983
2807.185791	300.052216
2806.410645	341.931885
2805.635498	306.391876
2804.860352	370.826996
2804.084717	299.830841
2803.309326	332.009460
2802.533447	341.616577
2801.757568	367.331146
2800.981689	383.371399
2800.205566	373.637604
2799.429199	347.805298
2798.652832	325.202332
2797.876221	366.992279
2797.099365	366.924530
2796.322510	302.495972
2795.545654	324.962250
2794.768311	386.022461
2793.990967	328.058502
2793.213623	340.860596
2792.436035	347.227783
2791.658447	382.522919
2790.880371	347.099548
2790.102539	366.315186
2789.324219	388.736389
2788.545898	298.725677
2787.767578	366.112213
2786.989014	394.942810
2786.210205	340.294342
2785.431396	378.748230
2784.652344	410.769623
2783.873047	385.025360
2783.093750	336.834930
2782.314453	413.749268
2781.534668	327.090118
2780.754883	403.977814
2779.975098	323.763611
2779.195068	442.288330
2778.414795	323.643921
2777.634521	419.698181
2776.854004	365.165985
2776.073486	381.111542
2775.292725	297.788391
2774.511719	348.956268
2773.730713	380.900146
2772.949707	355.227692
2772.168213	355.161987
2771.386719	377.489746
2770.605225	329.442810
2769.823486	351.767029
2769.041504	409.253174
2768.259521	310.079803
2767.477295	310.022430
2766.694824	325.942627
2765.912354	345.051849
2765.129639	341.793671
2764.346924	332.149170
2763.563965	383.178101
2762.781006	415.032776
2761.997803	386.228241
2761.214355	335.094666
2760.430908	357.368134
2759.647217	322.209808
2758.863525	369.994232
2758.079590	287.011353
2757.295410	331.596130
2756.511230	331.534729
2755.726807	334.660553
2754.942383	293.172089
2754.157715	356.839020
2753.372803	305.805359
2752.587891	315.303345
2751.802734	324.797821
2751.017578	369.309479
2750.232178	375.607269
2749.446533	337.347382
2748.660889	369.104187
2747.875000	299.046234
2747.089111	330.798370
2746.302979	302.115570
2745.516602	362.471497
2744.730225	352.867340
2743.943604	362.337097
2743.156982	336.847473
2742.370117	362.202759
2741.583252	339.899200
2740.795898	377.948639
2740.008789	320.720459
2739.221191	365.109039
2738.433594	358.692780
2737.645996	409.405182
2736.858154	453.752563
2736.070068	437.805847
2735.281982	488.475311
2734.493652	332.989563
2733.705078	412.196320
2732.916504	450.161652
2732.127686	431.060730
2731.338867	478.515381
2730.549805	430.900757
2729.760742	437.156403
2728.971191	459.245728
2728.181885	481.326843
2727.392090	443.245087
2726.602295	496.975403
2725.812500	455.739960
2725.022461	468.312439
2724.232178	512.517090
2723.441895	509.258820
2722.651367	496.514191
2721.860596	474.288544
2721.069824	461.555084
2720.278809	433.022644
2719.487793	486.664948
2718.696533	439.180939
2717.905273	410.668457
2717.113525	445.334564
2716.322021	461.040894
2715.530029	483.055817
2714.738037	460.869568
2713.946045	426.067352
2713.153809	416.521759
2712.361328	444.838287
2711.568604	473.144257
2710.776123	450.980347
2709.983154	428.824646
2709.190186	476.032990
2708.396973	501.160095
2707.603760	460.099182
2706.810303	409.601166
2706.016602	365.422333
2705.222900	415.748077
2704.428955	409.372711
2703.635010	412.445007
2702.840820	459.586060
2702.046387	368.229889
2701.251953	434.241669
2700.457275	418.430420
2699.662354	421.498077
2698.867432	421.419647
2698.072510	411.908234
2697.277344	402.400330
2696.481934	430.613953
2695.686279	421.106079
2694.890625	452.447693
2694.094727	392.676636
2693.298828	380.040222
2692.502686	354.847534
2691.706543	426.993622
2690.910156	310.768372
2690.113525	386.034271
2689.316895	429.893097
2688.520020	389.027863
2687.722900	376.408478
2686.925781	439.061432
2686.128418	476.606476
2685.331055	373.063202
2684.533447	404.337738
2683.735596	401.128601
2682.937744	404.187103
2682.139648	407.244476
2681.341553	366.451721
2680.543213	413.355682
2679.744629	425.802277
2678.946045	406.941040
2678.147217	413.124664
2677.348389	359.852142
2676.549316	378.556458
2675.750000	419.149658
2674.950684	365.905731
2674.151123	375.217987
2673.351318	422.041534
2672.551514	356.324188
2671.751465	343.757477
2670.951416	381.187195
2670.151123	337.381470
2669.350830	334.195251
2668.550049	368.483032
2667.749512	405.880157
2666.948486	383.953461
2666.147461	387.002838
2665.346436	471.181641
2664.544922	396.217926
2663.743652	380.547791
2662.941895	377.358124
2662.140137	427.176971
2661.338135	427.097260
2660.536133	398.965332
2659.733887	380.192841
2658.931641	442.436951
2658.128906	420.548157
2657.326416	392.438354
2656.523438	423.505188
2655.720459	463.900665
2654.917480	376.654388
2654.114258	413.931244
2653.310791	401.407196
2652.507080	444.887695
2651.703369	413.699371
2650.899658	454.051361
2650.095459	432.201019
2649.291260	456.990540
2648.487061	413.390381
2647.682617	472.357910
2646.877930	478.483734
2646.073242	453.542694
2645.268311	515.575500
2644.463135	459.583801
2643.657959	406.717743
2642.852539	415.954163
2642.047119	462.429749
2641.241455	437.519531
2640.435547	468.461700
2639.629639	521.104980
2638.823486	511.703857
2638.017090	533.312805
2637.210693	471.211548
2636.404053	437.028992
2635.597412	427.650513
2634.790527	449.258911
2633.983398	436.783875
2633.176270	455.285248
2632.368896	411.847717
2631.561523	399.386597
2630.753906	442.648041
2629.946045	352.814240
2629.138184	365.125366
2628.330078	473.336700
2627.521729	399.013153
2626.713379	392.753387
2625.904785	340.116425
2625.096191	460.616943
2624.287354	392.532928
2623.478271	454.264099
2622.669189	432.551483
2621.859863	417.025146
2621.050293	373.708130
2620.240723	441.572357
2619.430908	438.402344
2618.621094	429.059967
2617.811035	376.514496
2617.000732	438.156128
2616.190430	339.353149
2615.379883	419.485321
2614.569336	431.742249
2613.758301	419.328186
2612.947510	428.497803
2612.136230	502.388885
2611.324951	409.847870
2610.513672	434.418976
2609.702148	431.257172
2608.890381	452.735168
2608.078369	464.967346
2607.266357	390.991974
2606.454102	415.543488
2605.641846	492.403656
2604.829346	483.080536
2604.016602	473.760864
2603.203857	455.217285
2602.390869	421.304565
2601.577881	504.240845
2600.764648	497.998169
2599.951172	500.978271
2599.137695	516.248901
2598.323975	476.211731
2597.510010	482.265930
2596.696045	500.602570
2595.881836	448.308380
2595.067627	466.644440
2594.253174	503.390350
2593.438477	509.433655
2592.623535	530.816162
2591.808594	466.294342
2590.993652	487.676880
2590.178467	502.918243
2589.363037	533.483826
2588.547363	499.664063
2587.731689	429.078766
2586.915771	435.126770
2586.099854	539.210815
2585.283691	447.215912
2584.467285	517.570557
2583.650879	486.853638
2582.834229	480.639404
2582.017578	520.339844
2581.200684	492.699921
2580.383545	498.726715
2579.566406	498.633057
2578.749023	422.076294
2577.931396	480.098053
2577.113770	455.548859
2576.295898	473.804077
2575.477783	470.658844
2574.659668	449.180847
2573.841309	479.647217
2573.022949	497.884094
2572.204346	406.172638
2571.385498	418.309723
2570.566650	402.967194
2569.747559	457.831177
2568.928223	445.538605
2568.108887	460.710144
2567.289307	411.815735
2566.469727	402.588562
2565.649902	478.746368
2564.829834	454.266205
2564.009521	420.650665
2563.189209	505.904907
2562.368896	450.962921
2561.548340	505.714630
2560.727539	481.252289
2559.906494	505.524384
2559.085449	438.444672
2558.264160	499.245819
2557.442871	541.762390
2556.621338	508.187073
2555.799561	498.964050
2554.977783	587.085022
2554.155762	529.189453
2553.333496	568.619568
2552.511230	580.673218
2551.688721	544.088684
2550.866211	598.688843
2550.043213	531.730042
2549.220459	562.008789
2548.397217	561.902954
2547.573975	507.135834
2546.750732	494.895630
2545.927002	516.051636
2545.103271	528.094543
2544.279541	552.270691
2543.455322	543.065063
2542.631348	476.229889
2541.806885	473.107422
2540.982422	488.179138
2540.157715	491.118774
2539.333008	475.871094
2538.508057	493.964172
2537.682861	502.960724
2536.857666	411.986542
2536.032227	499.742432
2535.206543	526.901794
2534.380859	439.002045
2533.554932	460.108490
2532.729004	463.048218
2531.902832	438.753815
2531.076416	468.924255
2530.249756	441.613129
2529.423096	474.795776
2528.596436	435.399353
2527.769287	522.985291
2526.942139	471.504730
2526.114990	417.021667
2525.287598	489.454834
2524.459961	422.905884
2523.632080	425.846283
2522.804199	477.099426
2521.976074	519.276062
2521.147949	498.048737
2520.319580	519.080078
2519.490967	470.704742
2518.662354	530.951294
2517.833496	470.527069
2517.004395	482.500763
2516.175293	524.620544
2515.345947	482.318634
2514.516357	470.171875
2513.686768	503.229980
2512.856934	572.429016
2512.027100	530.149902
2511.197021	548.119690
2510.366699	493.816772
2509.536133	526.839111
2508.705566	493.630249
2507.875000	559.743164
2507.043945	556.628662
2506.212891	535.465820
2505.381836	547.395325
2504.550293	526.242249
2503.718750	577.253784
2502.887207	631.252014
2502.055420	586.051819
2501.223389	564.907288
2500.391113	603.855896
2499.558838	585.719604
2498.726318	636.661987
2497.893799	651.554382
2497.061035	633.419312
2496.228027	618.292419
2495.395020	651.184875
2494.561768	660.062622
2493.728271	713.932678
2492.894775	671.809570
2492.061035	602.715149
2491.227051	644.573364
2490.393066	668.431030
2489.558838	650.323303
2488.724609	713.122864
2487.889893	698.009216
2487.055420	691.886780
2486.220459	640.847412
2485.385498	718.571411
2484.550293	733.402832
2483.715088	757.207336
2482.879639	718.163513
2482.043945	729.994690
2481.208252	744.812561
2480.372314	774.578064
2479.536133	726.590088
2478.699951	816.138062
2477.863525	723.326050
2477.026855	708.247131
2476.190186	782.808533
2475.353271	794.609253
2474.516357	710.831543
2473.678955	698.752441
2472.841797	689.663391
2472.004150	743.262573
2471.166504	701.339844
2470.328613	677.336060
2469.490723	757.756714
2468.652588	745.682190
2467.814209	700.808411
2466.975586	754.344421
2466.136963	733.334229
2465.298340	757.038940
2464.459229	762.855286
2463.620117	735.896606
2462.781006	759.587341
2461.941406	747.530457
2461.101807	726.545227
2460.262207	729.384583
2459.422119	726.269775
2458.582275	702.324402
2457.741943	717.068176
2456.901611	684.209106
2456.061035	639.465454
2455.220215	719.633911
2454.379395	600.572205
2453.538330	662.882141
2452.697266	650.868408
2451.855957	659.659241
2451.014404	701.126282
2450.172607	695.052612
2449.330811	585.040100
2448.489014	647.281921
2447.646729	682.782471
2446.804443	587.675110
2445.961914	575.693604
2445.119385	539.981140
2444.276611	536.912292
2443.433594	519.015503
2442.590576	495.195038
2441.747314	530.677124
2440.903809	477.222321
2440.060303	518.621399
2439.216553	524.448853
2438.372559	503.612274
2437.528564	488.707306
2436.684326	512.304871
2435.840088	503.325348
2434.995361	455.866913
2434.150635	482.416809
2433.305908	452.734650
2432.460938	476.316528
2431.615723	482.141846
2430.770264	419.945587
2429.924805	425.779388
2429.079102	422.742218
2428.233398	446.307281
2427.387207	487.594055
2426.541260	419.546631
2425.694824	508.086609
2424.848389	451.874817
2424.001709	463.600372
2423.155029	395.609161
2422.307861	478.182800
2421.460938	457.433563
2420.613525	475.050293
2419.766113	469.059814
2418.918457	477.819092
2418.070801	436.443024
2417.222900	430.463257
2416.374756	453.963867
2415.526611	439.141205
2414.678223	444.951050
2413.829590	418.351166
2412.980713	486.019745
2412.131836	471.202179
2411.282959	432.834595
2410.433594	435.696075
2409.584229	432.669830
2408.734619	456.129608
2407.885010	456.042786
2407.035156	485.372467
2406.185059	458.810211
2405.334961	464.603912
2404.484619	429.235779
2403.634033	479.123993
2402.783447	487.849304
2401.932617	464.250031
2401.081543	411.282440
2400.230469	481.696198
2399.379150	461.048157
2398.527588	484.448730
2397.676025	378.678650
2396.824219	413.825684
2395.972168	422.549957
2395.120117	481.145721
2394.267822	475.187500
2393.415283	454.568054
2392.562744	436.888580
2391.709961	486.642120
2390.856934	466.032227
2390.003906	454.221527
2389.150635	451.204987
2388.297119	456.977661
2387.443604	445.175354
2386.589844	442.162231
2385.735840	453.788574
2384.881836	444.920685
2384.027588	462.395142
2383.173096	435.972992
2382.318604	427.113495
2381.463867	421.182251
2380.608887	500.058502
2379.753906	456.106659
2378.898682	494.021271
2378.043213	441.319366
2377.187744	470.456024
2376.332031	461.601624
2375.476074	443.987701
2374.620117	432.221283
2373.763916	475.936615
2372.907471	429.136963
2372.051025	426.136292
2371.194336	391.036713
2370.337402	420.138306
2369.480469	513.404297
2368.623291	460.809021
2367.765869	460.721008
2366.908203	486.871582
2366.050537	440.141113
2365.192871	486.685577
2364.334717	460.369049
2363.476563	463.194275
2362.618164	468.931000
2361.759766	495.049896
2360.901123	393.052734
2360.042236	442.463684
2359.183350	477.303802
2358.324219	503.401062
2357.464844	485.849152
2356.605225	421.764435
2355.745605	427.500122
2354.885986	473.940125
2354.025879	488.384766
2353.165771	511.543365
2352.305420	435.891083
2351.445068	511.347717
2350.584229	458.962982
2349.723633	505.343597
2348.862549	476.209747
2348.001465	496.440765
2347.140137	490.540588
2346.278809	464.328278
2345.416992	516.466370
2344.555176	516.367554
2343.693359	516.268738
2342.831299	565.467041
2341.968994	539.265320
2341.106445	585.541687
2340.243896	553.549744
2339.381104	565.034241
2338.518066	602.587830
2337.655029	556.128418
2336.791748	590.773315
2335.928223	463.262878
2335.064697	619.495422
2334.200928	558.596863
2333.336914	529.552551
2332.472900	491.839844
2331.608643	517.779236
2330.744141	506.111786
2329.879639	586.977173
2329.014893	468.335388
2328.149902	430.670410
2327.284912	525.953003
2326.419434	476.734131
2325.554199	473.754028
2324.688477	459.222290
2323.822754	482.235352
2322.956787	499.465424
2322.090820	508.029266
2321.224365	479.072113
2320.358154	429.928070
2319.491455	435.615387
2318.624756	426.878906
2317.757813	458.518463
2316.890625	469.963379
2316.023438	492.934509
2315.156006	464.018890
2314.288330	515.797852
2313.420654	460.959900
2312.552734	501.197723
2311.684570	483.822205
2310.816406	469.332672
2309.947998	509.545685
2309.079346	463.396118
2308.210693	503.594757
2307.341797	408.552765
2306.472656	494.771759
2305.603271	500.428833
2304.733887	428.445892
2303.864258	497.361816
2302.994629	534.633179
2302.124756	537.404358
2301.254639	525.808105
2300.384277	554.434265
2299.513916	505.501007
2298.643311	542.734924
2297.772461	516.791077
2296.901611	516.691833
2296.030518	470.673248
2295.159424	513.623962
2294.287842	467.623566
2293.416260	516.294922
2292.544434	513.327942
2291.672607	461.619659
2290.800537	458.664307
2289.928223	558.889709
2289.055908	515.799011
2288.183105	475.589905
2287.310303	489.820740
2286.437500	481.134888
2285.564453	481.042389
2284.691162	415.105560
2283.817627	469.408447
2282.944092	500.796844
2282.070313	432.033051
2281.196289	506.325439
2280.322266	480.487640
2279.447998	468.957245
2278.573486	480.302826
2277.698975	454.484894
2276.824219	477.260223
2275.949219	462.881927
2275.073975	477.076569
2274.198730	456.991425
2273.323242	485.459930
2272.447754	433.974762
2271.571777	505.254944
2270.695801	502.303680
2269.819824	547.862183
2268.943359	484.992950
2268.066895	496.308960
2267.190430	556.101257
2266.313477	473.307861
2265.436523	473.216736
2264.559326	527.278503
2263.682129	481.583313
2262.804688	461.547150
2261.927002	452.912750
2261.049072	481.305084
2260.171143	469.822754
2259.292969	492.507141
2258.414551	509.490112
2257.536133	529.312317
2256.657471	423.937317
2255.778564	557.555054
2254.899658	520.473999
2254.020508	474.876556
2253.141113	480.471069
2252.261719	471.851044
2251.381836	466.076233
2250.502197	485.876038
2249.622070	474.419037
2248.741943	488.528992
2247.861572	496.954010
2246.980957	494.018982
2246.100342	519.471497
2245.219482	496.666565
2244.338379	539.133972
2243.457031	476.615997
2242.575684	553.108276
2241.694092	530.314331
2240.812500	504.693787
2239.930664	575.466675
2239.048584	464.819336
2238.166260	546.907471
2237.283936	569.467285
2236.401367	509.872284
2235.518555	546.590881
2234.635742	521.001587
2233.752686	537.886902
2232.869385	515.139587
2231.985840	577.297729
2231.102295	503.623322
2230.218506	503.526093
2229.334473	483.631073
2228.450439	534.436401
2227.566162	534.333191
2226.681641	585.109009
2225.797119	593.474243
2224.912354	550.976746
2224.027344	542.395386
2223.142334	584.657043
2222.256836	528.066406
2221.371338	590.077820
2220.485840	550.444702
2219.600098	513.649109
2218.714111	555.875366
2217.827881	507.808258
2216.941406	595.149048
2216.054932	626.054749
2215.168213	563.904236
2214.281494	591.984985
2213.394531	566.504639
2212.507324	515.673157
2211.619873	524.025513
2210.732422	540.824951
2209.844727	577.331604
2208.956787	546.247192
2208.068848	579.923462
2207.180420	560.108948
2206.292236	568.442810
2205.403564	495.181091
2204.514893	565.409912
2203.625977	537.176086
2202.736816	579.250610
